Id,Name,Updated at,Completed?,Accessible,Bench,Curb cut,Lighting,Mounting,Mounting direction,Schedule holder,Shelter,Sidewalk,Sign,Trash,Bolt on base,Bus pull out exists?,Extend pole?,Has power?,New anchor?,New pole?,Solar lighting?,Straighten pole?,System map exists?,Mounting clearance after,Mounting clearance before,Created at,Updated at,Completed?,Completed at
1709,Hall Drive,2017-03-07 16:37:10 -0500,true,Not recommended,"",No curb,"",PVTA pole,Away from street,"","",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-07 16:37:10 -0500,true,2017-03-07 16:37:10 -0500
1905,Integrative Learning Center,2017-08-01 10:43:29 -0400,true,When necessary,Other,Within 20',Within 20',PVTA pole,Towards street,"",Building,"More than 36""",Flag stop,Other,false,true,false,false,false,true,false,false,false,"",84,"",2017-08-01 10:43:29 -0400,true,2017-08-01 10:43:29 -0400
2135,Logtown Road (In),"",false,"","",No curb,None,PVTA pole,Away from street,"","",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","","",false,""
2137,Logtown Road (Out),2017-03-07 16:39:11 -0500,true,Not recommended,"",No curb,None,PVTA pole,Away from street,"","",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-07 16:39:11 -0500,true,2017-03-07 16:39:11 -0500
2845,Morrill Science Center,2017-03-08 07:41:00 -0500,false,"",Other,No curb cut,Within 20',PVTA pole,"",In shelter,PVTA,"More than 36""",Needs attention,Other,false,true,false,true,false,false,false,false,false,"","","",2017-03-08 07:41:00 -0500,false,""
2861,Mullins Center (N),2017-03-08 09:58:59 -0500,false,When necessary,Other,No curb cut,Within 20',PVTA pole,"",On pole,Other,"More than 36""",Needs attention,Other,false,true,false,false,false,false,false,false,false,"",69,"",2017-03-08 09:58:59 -0500,false,""
2925,North Village,2017-08-01 10:47:30 -0400,true,When necessary,"",Within 20',Within 20',"","","",PVTA,"More than 36""",Missing sign,"",false,true,false,false,true,true,false,false,false,84,"","",2017-08-01 10:47:30 -0400,true,2017-08-01 10:47:30 -0400
3013,Old Belchertown Road,"",false,"","",No curb cut,None,PVTA pole,"",On pole,"",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
3015,Old Belchertown Road (Out),"",false,Not recommended,"",Within 20',"",PVTA pole,Away from street,"","",None,Flag stop,"",false,true,false,false,true,true,false,false,false,84,"","","",false,""
3017,Old Belchertown Road 2,2017-03-07 16:35:48 -0500,true,Not recommended,"",No curb cut,None,PVTA pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-07 16:35:48 -0500,true,2017-03-07 16:35:48 -0500
3373,Pray Street (In),"",false,"","",Within 20',Within 20',PVTA pole,"",On pole,PVTA,"More than 36""","",Municipal,"",false,false,false,false,false,false,false,false,"","","","",false,""
3375,Pray Street (Out),2017-03-24 10:13:54 -0400,false,When necessary,"",No curb cut,"",PVTA pole,"",On pole,PVTA,"More than 36""",Needs attention,Municipal,false,false,false,false,false,false,true,false,false,"","","",2017-03-24 10:13:54 -0400,false,""
3395,Puffton Village 1,2017-03-08 08:56:47 -0500,false,When necessary,"",No curb,Within 20',"","","",Other,"More than 36""",Missing sign,"",false,false,false,false,false,false,false,false,false,"","","",2017-03-08 08:56:47 -0500,false,""
3397,Puffton Village 2,2017-03-08 08:58:14 -0500,true,When necessary,"",Within 20',Within 20',PVTA pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-08 08:58:14 -0500,true,2017-03-07 16:38:53 -0500
3499,Rolling Green (In),2017-03-07 16:40:48 -0500,true,When necessary,"",No curb cut,Within 20',PVTA pole,Away from street,On pole,"","More than 36""",Flag stop,"",false,true,false,false,true,true,false,false,false,84,"","",2017-03-07 16:40:48 -0500,true,2017-03-07 16:40:48 -0500
3501,Rolling Green (Out),2017-03-07 16:41:39 -0500,true,When necessary,"",Within 20',Within 20',PVTA pole,Away from street,"","","More than 36""",Flag stop,Municipal,false,false,false,false,true,true,false,false,false,84,"","",2017-03-07 16:41:39 -0500,true,2017-03-07 16:41:39 -0500
3689,School of Education,2017-03-08 07:40:03 -0500,false,"","",No curb cut,20' - 50',PVTA pole,"",On pole,"","More than 36""",Needs attention,"",false,true,false,false,false,false,false,false,false,"","","",2017-03-08 07:40:03 -0500,false,""
4145,Studio Arts Building,2017-03-08 07:27:37 -0500,false,"",Other,Within 20',Within 20',PVTA pole,"",In shelter,PVTA,"More than 36""",Missing sign,Other,false,true,false,false,false,false,false,false,false,"","","",2017-03-08 07:27:37 -0500,false,""
4401,Valley Medical,"",false,"",Other,No curb,None,PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4655,WFCR,2017-03-08 09:55:43 -0500,false,When necessary,"",Within 20',Within 20',PVTA pole,"",On pole,"","More than 36""",Needs attention,"",false,true,false,false,false,false,false,false,false,"",62,"",2017-03-08 09:55:43 -0500,false,""
171,Bagdon Farm,2017-03-22 15:13:58 -0400,true,Not recommended,"",No curb,None,PVTA pole,Away from street,"","",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:13:58 -0400,true,2017-03-22 15:13:58 -0400
457,Bioshelter (In),2017-03-08 08:47:55 -0500,false,Not recommended,"",No curb,None,PVTA pole,"",On pole,"",None,Needs attention,"",false,false,false,false,false,false,false,false,false,"",90,"",2017-03-08 08:47:55 -0500,false,""
459,Bioshelter (Out),2017-03-22 15:14:27 -0400,true,Not recommended,"",No curb,None,PVTA pole,Away from street,"","",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:14:27 -0400,true,2017-03-22 15:14:27 -0400
1069,Cliffside,2017-03-08 07:55:11 -0500,true,When necessary,"",Within 20',Within 20',PVTA pole,Away from street,On pole,"","More than 36""",Flag stop,"",false,true,false,false,true,true,false,false,false,84,"","",2017-03-08 07:55:11 -0500,true,2017-03-07 16:28:31 -0500
1105,Columbia Drive (In),2017-06-08 10:16:41 -0400,true,"","",No curb,None,PVTA pole,"",On pole,"",None,"","",false,false,false,false,false,false,false,false,false,"","","",2017-06-08 10:16:41 -0400,true,2017-06-08 10:16:41 -0400
1107,Columbia Drive (Out),"",false,"","",No curb,None,PVTA pole,"",On pole,"","Less than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1589,Garage Road (Out),2017-03-08 07:57:13 -0500,false,When necessary,"",No curb,None,PVTA pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-08 07:57:13 -0500,false,""
1619,Goten Restaurant,2017-06-13 11:44:10 -0400,true,Not recommended,"",No curb,None,PVTA pole,"","","",None,Needs attention,"",false,false,false,false,false,false,false,false,false,"",84,"",2017-06-13 11:44:10 -0400,true,2017-06-13 11:44:10 -0400
2013,Laurenitis Farm Stand (In),2017-03-22 15:18:35 -0400,true,Not recommended,"",No curb,None,PVTA pole,Away from street,"","",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:18:35 -0400,true,2017-03-22 15:18:35 -0400
2015,Laurenitis Farm Stand (Out),2017-03-22 15:18:28 -0400,true,Not recommended,"",No curb,None,PVTA pole,Away from street,"","",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:18:28 -0400,true,2017-03-22 15:18:28 -0400
2779,Memorial Drive (In),2017-06-08 09:47:04 -0400,true,"","",No curb,None,PVTA pole,"",On pole,"",None,"","",false,false,false,false,false,false,false,false,false,"","","",2017-06-08 09:47:04 -0400,true,2017-06-08 09:47:04 -0400
2781,Memorial Drive (Out),2017-06-01 16:04:33 -0400,true,When necessary,"",Within 20',20' - 50',PVTA pole,"",On pole,"","Less than 36""",Needs attention,"",false,false,false,false,false,false,false,false,false,"","","",2017-06-01 16:04:33 -0400,true,2017-06-01 16:04:33 -0400
2915,North Amherst (In),2017-03-22 15:18:51 -0400,true,Not recommended,"",Within 20',20' - 50',PVTA pole,Away from street,On pole,"",None,Flag stop,Municipal,false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:18:51 -0400,true,2017-03-22 15:18:51 -0400
2917,North Amherst (Out),2017-03-22 15:18:46 -0400,true,Not recommended,"",Within 20',None,PVTA pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:18:46 -0400,true,2017-03-22 15:18:46 -0400
3225,Pioneer Valley Apts.,2017-03-22 15:17:50 -0400,true,Not recommended,"",No curb,None,PVTA pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:17:50 -0400,true,2017-03-22 15:17:50 -0400
3357,Plumtree Road (In),2017-03-08 08:45:30 -0500,false,When necessary,"",No curb cut,None,PVTA pole,"",On pole,"",None,Needs attention,"",false,false,false,false,false,false,true,false,false,"",94,"",2017-03-08 08:45:30 -0500,false,""
3359,Plumtree Road (Out),2017-03-22 15:19:13 -0400,true,Not recommended,"",No curb,None,PVTA pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:19:13 -0400,true,2017-03-22 15:19:13 -0400
3727,Silver Lane,2017-03-08 08:28:45 -0500,false,Not recommended,"",No curb,20' - 50',Other pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,false,false,false,false,false,"",45,"",2017-03-08 08:28:45 -0500,false,""
3783,Southpoint,2017-06-08 09:46:30 -0400,true,"",PVTA,No curb cut,Within 20',PVTA pole,"",On pole,PVTA,"More than 36""","",Other,false,false,false,false,false,false,false,false,false,"","","",2017-06-08 09:46:30 -0400,true,2017-06-08 09:46:30 -0400
3953,Squire Village (In),2017-03-22 15:20:09 -0400,true,When necessary,PVTA,Within 20',None,PVTA pole,Away from street,In shelter,PVTA,"More than 36""",Flag stop,Other,false,true,false,false,true,true,false,false,false,84,"","",2017-03-22 15:20:09 -0400,true,2017-03-22 15:20:09 -0400
4153,Sugarloaf Estates,2017-03-08 08:28:58 -0500,false,When necessary,Other,No curb cut,Within 20',Other pole,"",On pole,Other,None,Needs attention,Other,false,false,false,false,false,false,false,false,false,"",39,"",2017-03-08 08:28:58 -0500,false,""
4233,Sunderland Center,2017-03-08 08:29:54 -0500,false,When necessary,"",No curb,Within 20',PVTA pole,"",On pole,"","More than 36""",Needs attention,"",false,true,false,false,false,false,false,false,false,"",84,"",2017-03-08 08:29:54 -0500,false,""
4257,The Boulders,"",false,"",PVTA,No curb cut,Within 20',PVTA pole,"",On pole,PVTA,"More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
4259,The Brook (In),2017-06-08 09:46:40 -0400,true,"","",No curb,Within 20',PVTA pole,"",On pole,"","More than 36""","","",false,false,false,false,false,false,false,false,false,"","","",2017-06-08 09:46:40 -0400,true,2017-06-08 09:46:40 -0400
4261,The Brook (Out),2017-06-08 09:46:52 -0400,true,"","",No curb,Within 20',PVTA pole,"",On pole,"",None,"","",false,false,false,false,false,false,false,false,false,"","","",2017-06-08 09:46:52 -0400,true,2017-06-08 09:46:52 -0400
4321,Townehouse Apts. (In),2017-03-22 15:17:20 -0400,true,When necessary,PVTA,No curb cut,Within 20',PVTA pole,Away from street,"",PVTA,"More than 36""",Flag stop,Other,false,true,false,false,true,true,false,false,false,84,"","",2017-03-22 15:17:20 -0400,true,2017-03-22 15:17:20 -0400
4323,Townehouse Apts. (Out),2017-03-22 15:17:29 -0400,true,When necessary,"",Within 20',None,PVTA pole,Away from street,"","","More than 36""",Flag stop,"",false,true,false,false,true,true,false,false,false,84,"","",2017-03-22 15:17:29 -0400,true,2017-03-22 15:17:29 -0400
113,Amherst Community Health Ctr (In),2017-03-10 14:35:00 -0500,false,When necessary,Other,Within 20',Within 20',PVTA pole,"",On pole,"","More than 36""",Needs attention,Municipal,false,false,false,false,false,true,false,false,false,84,"","",2017-03-10 14:35:00 -0500,false,""
115,Amherst Community Health Ctr (Out),2017-03-10 14:33:38 -0500,false,When necessary,"",Within 20',20' - 50',PVTA pole,Away from street,On pole,"","More than 36""",Flag stop,Municipal,true,false,false,false,false,true,false,false,false,84,"","",2017-03-10 14:33:38 -0500,false,""
127,Amherst Survival Center (In),2017-08-01 10:43:48 -0400,true,When necessary,PVTA,No curb,20' - 50',Other pole,Away from street,On pole,PVTA,"More than 36""",Flag stop,Other,false,false,false,false,false,false,false,false,false,"",77,"",2017-08-01 10:43:48 -0400,true,2017-08-01 10:43:48 -0400
133,Amity Place (In),"",false,"","",No curb cut,Within 20',PVTA pole,Away from street,On pole,"","More than 36""",Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","","",false,""
135,Amity Place (Out),"",false,When necessary,"",No curb cut,Within 20',PVTA pole,Away from street,"","","More than 36""",Flag stop,Municipal,false,false,false,false,true,true,false,false,false,84,"","","",false,""
441,Big Y - Amherst,"",false,"",Other,"",Within 20',"","","",Building,"More than 36""",Missing sign,Other,"",false,false,false,false,false,false,false,false,"","","","",false,""
885,Cherry Lane,2017-07-21 14:45:59 -0400,true,When necessary,"",No curb,Within 20',PVTA pole,"",On pole,"","More than 36""",Flag stop,"",false,false,false,false,false,true,false,false,false,84,75,"",2017-07-21 14:45:59 -0400,true,2017-07-21 14:45:59 -0400
1025,City Line Amherst / Hadley,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1045,City Line Hadley / Amherst,"",false,"","","","","","","","","","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1201,Cushman Center,2017-08-01 10:44:22 -0400,true,When necessary,"",No curb,20' - 50',"","","",Building,None,Missing sign,Other,false,false,false,false,false,false,false,false,false,"","","",2017-08-01 10:44:22 -0400,true,2017-08-01 10:44:22 -0400
1203,Cushman Day School,2017-03-08 09:17:28 -0500,false,Not recommended,"",No curb,None,PVTA pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-08 09:17:28 -0500,false,""
1641,Grantwood Drive,2017-03-08 09:11:26 -0500,false,When necessary,"",No curb,None,PVTA pole,"","","","More than 36""",Missing sign,"",false,false,false,false,false,false,false,false,false,"","","",2017-03-08 09:11:26 -0500,false,""
1685,Greenleaves Drive,2017-03-22 15:10:33 -0400,false,When necessary,"",No curb cut,Within 20',PVTA pole,Away from street,On pole,"","Less than 36""",Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:10:33 -0400,false,""
1943,Jones Library (In),"",false,"","","",20' - 50',PVTA pole,"",On pole,"","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1945,Jones Library (Out),2017-03-22 15:08:49 -0400,true,When necessary,"",Within 20',20' - 50',PVTA pole,Away from street,On pole,"","More than 36""",Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:08:49 -0400,true,2017-03-22 15:08:49 -0400
2101,Lincoln Avenue (In),"",false,"","","",Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
2103,Lincoln Avenue (Out),"",false,"","","",Within 20',PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
2641,Market Hill Road,2017-03-22 15:07:28 -0400,true,Not recommended,"",No curb,None,PVTA pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,"","",2017-03-22 15:07:28 -0400,true,2017-03-22 15:07:28 -0400
2817,Mill Hollow Apts.,2017-03-22 15:07:03 -0400,true,When necessary,"",No curb,None,PVTA pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,true,true,false,false,false,84,85,"",2017-03-22 15:07:03 -0400,true,2017-03-22 15:07:03 -0400
3221,Pine Street,2017-07-17 10:24:52 -0400,true,When necessary,"",No curb,20' - 50',PVTA pole,"",On pole,"",None,Needs attention,"",false,false,false,false,false,false,false,false,false,"",72,"",2017-07-17 10:24:52 -0400,true,2017-07-17 10:24:52 -0400
3399,Pulpit Hill Road 1,2017-07-12 11:38:27 -0400,true,Not recommended,"",No curb,None,PVTA pole,"","","",None,Needs attention,"",false,false,false,false,false,false,false,false,false,"",46,"",2017-07-12 11:38:27 -0400,true,2017-07-12 11:38:27 -0400
3401,Pulpit Hill Road 2,2017-07-14 12:06:12 -0400,true,When necessary,"",No curb,None,PVTA pole,"","","",None,Flag stop,"",false,false,false,false,false,true,false,false,false,84,77,"",2017-07-14 12:06:12 -0400,true,2017-07-14 12:06:12 -0400
3481,Riverside Park Plaza,2017-07-17 10:25:16 -0400,true,When necessary,"",No curb cut,Within 20',PVTA pole,"",On pole,"","More than 36""",Needs attention,"",false,false,false,false,false,false,false,false,false,"",70,"",2017-07-17 10:25:16 -0400,true,2017-07-17 10:25:16 -0400
3639,Sand Hill Road,2017-03-22 15:09:10 -0400,true,When necessary,"",Within 20',None,PVTA pole,Away from street,"","","More than 36""",Flag stop,"",false,true,false,false,true,true,false,false,false,84,"","",2017-03-22 15:09:10 -0400,true,2017-03-22 15:09:10 -0400
3709,Sheerman Lane,2017-07-14 12:06:38 -0400,true,When necessary,"",No curb,None,PVTA pole,Away from street,On pole,"",None,Flag stop,"",false,false,false,false,false,true,false,false,false,84,86,"",2017-07-14 12:06:38 -0400,true,2017-07-14 12:06:38 -0400
4053,State Street,2017-03-22 15:09:22 -0400,true,When necessary,"",Within 20',None,PVTA pole,Away from street,On pole,"","More than 36""",Flag stop,"",false,true,false,false,true,true,false,false,false,84,"","",2017-03-22 15:09:22 -0400,true,2017-03-22 15:09:22 -0400
4107,Stop and Shop - Hadley,"",false,"",Other,"",Within 20',Other pole,"",On pole,Building,"More than 36""","",Other,"",false,false,false,false,false,false,false,false,"","","","",false,""
4243,Sylvan (Out),2017-06-22 09:27:14 -0400,true,When necessary,"",Within 20',Within 20',PVTA pole,"",On pole,"","More than 36""",Needs attention,"",false,false,false,false,false,false,false,false,false,"",75,"",2017-06-22 09:27:14 -0400,true,2017-06-22 09:27:14 -0400
4265,The Mill District,2017-03-08 09:32:22 -0500,false,When necessary,Other,No curb,None,PVTA pole,Away from street,On pole,"","More than 36""",Flag stop,Other,false,false,false,false,false,false,false,false,false,"",81,"",2017-03-08 09:32:22 -0500,false,""
4297,Tilson Farm (Out),2017-06-22 09:53:31 -0400,true,When necessary,"",No curb cut,20' - 50',PVTA pole,"",On pole,"","More than 36""",Needs attention,"",false,false,false,false,false,false,false,false,false,"",84,"",2017-06-22 09:53:31 -0400,true,2017-06-22 09:53:31 -0400
4317,Totman Gym (Out),2017-06-26 10:37:20 -0400,true,When necessary,"",Within 20',Within 20',PVTA pole,"",On pole,"","More than 36""",Needs attention,"",false,false,false,false,false,false,false,false,false,"",80,"",2017-06-26 10:37:20 -0400,true,2017-06-26 10:37:20 -0400
37,Admissions Building,2017-06-14 10:15:43 -0400,true,"","",No curb,20' - 50',PVTA pole,"","",Building,"More than 36""","",Other,false,false,false,false,false,false,false,false,false,"","","",2017-06-14 10:15:43 -0400,true,2017-06-14 10:15:43 -0400
553,Boyden (S),2017-03-22 16:04:51 -0400,false,When necessary,"",Within 20',Within 20',PVTA pole,"",On pole,"","More than 36""",Needs attention,"",false,false,false,false,false,false,false,false,false,"","","",2017-03-22 16:04:51 -0400,false,""
645,Butterfield Dorm (E),"",false,"","","",Within 20',PVTA pole,"",On pole,"","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
863,Chadbourne (S),"",false,"","",No curb cut,Within 20',PVTA pole,"",On pole,"","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
919,Chestnut Street (S),2017-06-27 09:54:47 -0400,true,"","",Within 20',None,PVTA pole,"","","","More than 36""","","",false,false,false,false,false,false,false,false,false,"","","",2017-06-27 09:54:47 -0400,true,2017-06-27 09:54:47 -0400
1215,Dallas Mall (E),2017-03-22 16:08:00 -0400,false,Not recommended,"",No curb cut,20' - 50',Other pole,"","","",None,Needs attention,"",false,false,false,false,false,false,false,false,false,"","","",2017-03-22 16:08:00 -0400,false,""
1223,Day School (S),"",false,"","","",Within 20',Other pole,"",On pole,"","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
1681,Grayson Dorm,2017-06-14 13:19:59 -0400,true,"","","",Within 20',PVTA pole,"",In shelter,PVTA,"More than 36""","",Other,false,false,false,false,false,false,false,false,false,"","","",2017-06-14 13:19:59 -0400,true,2017-06-14 13:19:59 -0400
2203,Lot 13,"",false,"",Other,No curb cut,Within 20',Other pole,"","",Other,"More than 36""","",Other,"",false,false,false,false,false,false,false,false,"","","","",false,""
2205,Lot 25,2017-03-22 16:02:43 -0400,false,"","",Within 20',Within 20',Other pole,"","","","More than 36""",Missing sign,"",false,true,false,false,false,false,false,false,false,"","","",2017-03-22 16:02:43 -0400,false,""
2209,Lot 33 (W),"",false,"","",No curb,20' - 50',PVTA pole,"",On pole,"",None,"","","",false,false,false,false,false,false,false,false,"","","","",false,""
2863,Mullins Center (S),2017-03-22 16:03:31 -0400,false,When necessary,Other,Within 20',Within 20',PVTA pole,"",On pole,"","More than 36""",Needs attention,Other,false,false,false,false,false,false,false,false,false,"","","",2017-03-22 16:03:31 -0400,false,""
2993,NOT A STOP,"",false,"",Other,No curb cut,None,PVTA pole,"","","","More than 36""","","","",false,false,false,false,false,false,false,false,"","","","",false,""
3785,Southwest Shelter,"",false,"",Other,"",Within 20',Other pole,"","",Other,"More than 36""","",Other,"",false,false,false,false,false,false,false,false,"","","","",false,""
